,year,month,ensemble_mean,ensemble_spread
581,2007,6,296584725490.48755,47611433734.0005
582,2007,7,-227392739509.6369,59872510406.96258
583,2007,8,150242265470.52515,45058151561.52969
584,2007,9,44204702068.46418,83092961751.20648
585,2007,10,-544045969514.97076,139350534374.13507
586,2007,11,-604709803057.6724,154204365951.34668
587,2007,12,-1016495349429.7896,166657312183.6915
588,2008,1,-1317872685712.8032,176894819088.92886
589,2008,2,-814347815116.0024,154547407756.5753
590,2008,3,-336388329639.8013,128267990974.4527
591,2008,4,-369565106052.9374,114950127351.24486
592,2008,5,186717818404.52924,64551991967.16493
593,2008,6,41525631201.55361,55881305570.7633
594,2008,7,122852603446.71109,52384126056.78882
595,2008,8,93710577219.52444,70805299794.44945
596,2008,9,-191557930075.23206,68095477221.948456
597,2008,10,-723583461319.2421,138936564186.2381
598,2008,11,-610887306874.9907,147196372102.48398
599,2008,12,-570758593035.2266,137861078019.18988
600,2009,1,-690640807255.1359,157063904959.22485
601,2009,2,-990173044078.249,170992750077.52762
602,2009,3,-400915131016.0339,134266887542.30318
603,2009,4,252537927421.00726,82887694321.47995
604,2009,5,-134282427091.20836,85611096932.02596
605,2009,6,-17184648643.972633,55990707392.492775
606,2009,7,-372609614207.9807,68784298238.4934
607,2009,8,-187407160528.97272,70895843442.135
608,2009,9,-531762132959.0935,106173760402.59819
609,2009,10,-764043697009.7455,140124036171.7239
610,2009,11,-1216225799065.1606,187979293171.25403
611,2009,12,-1533492704010.2595,197682450078.74402
612,2010,1,-930884588764.2668,170345192219.37424
613,2010,2,-894365345394.5725,188392471757.282
614,2010,3,-312755482408.236,140447351357.2436
615,2010,4,87005217474.26205,83408646854.22429
616,2010,5,-87832875781.10396,70017104453.86198
617,2010,6,54241471708.953545,51451728155.59069
618,2010,7,-124938567426.44157,52928339653.85487
619,2010,8,153495812274.64386,42589501905.663475
620,2010,9,-337848433091.05884,93555747021.15875
621,2010,10,-609300568993.5577,128208856125.6668
622,2010,11,-645427508748.0662,134627024232.26982
623,2010,12,-754794269305.5367,161470893182.2562
624,2011,1,-977578863980.7229,171850061274.07144
625,2011,2,-1267765760571.1606,172653105922.9255
626,2011,3,-1011651000616.9644,144473642719.7861
627,2011,4,-287238702030.17645,115328687918.49678
628,2011,5,385004388152.18005,57489379893.32743
629,2011,6,-120608665900.27533,61697026517.74556
630,2011,7,-87730657288.34442,61266116873.26219
631,2011,8,126871189741.0252,66067463496.890564
632,2011,9,-72859261874.69795,73581404426.74637
633,2011,10,-712063589404.3986,139555709498.7472
634,2011,11,-462254913697.98505,130484770661.6455
635,2011,12,-601241878138.0363,144192630827.89484
636,2012,1,-754264984882.9053,157357577968.305
637,2012,2,-302748874630.83234,146784229094.98456
638,2012,3,82897529264.93022,121826420425.42188
639,2012,4,-735240260948.3026,129152896745.38799
640,2012,5,-327270582601.385,84857174356.53282
641,2012,6,-257503348190.45682,78331486142.99657
642,2012,7,126794196511.62434,49869557494.580505
643,2012,8,326276017738.75616,54807041406.30032
644,2012,9,-159972592058.1041,82047342440.3564
645,2012,10,-488448818664.9049,141357395963.53357
646,2012,11,-730721951858.4667,148310259287.3896
647,2012,12,-427969595295.8688,162801290205.0233
648,2013,1,-483649371224.7242,150801276784.4208
649,2013,2,-643864143058.8112,158168383414.96387
650,2013,3,-588739266929.9517,136579562665.35387
651,2013,4,-382566821194.39545,105570022712.46443
652,2013,5,-99327883894.9487,83222410511.84079
653,2013,6,-602361292790.299,88061325119.93915
654,2013,7,245341635521.6892,51645662792.32022
655,2013,8,172605556632.0677,46250688262.85506
656,2013,9,-336720869118.8058,89369015581.2812
657,2013,10,-795871489647.8146,135900863353.55606
658,2013,11,-516129126979.7732,136886377924.10565
659,2013,12,-527419380814.69464,156011007551.74347
660,2014,1,-279553847306.5606,159763533240.24924
661,2014,2,-390937243584.9091,148045511314.4528
662,2014,3,-948547964441.758,142379764670.05246
663,2014,4,-216825611409.36774,107734032810.46706
664,2014,5,-395390810740.7734,87289445043.48495
665,2014,6,-135916792106.29567,72837965402.41156
666,2014,7,-338147322656.78516,66510679475.75117
667,2014,8,279591931419.299,53884183332.063385
668,2014,9,-549281673740.12476,119608286203.87807
669,2014,10,64151470385.627014,114418167336.20006
670,2014,11,-1074863434783.7476,161147885018.02744
671,2014,12,-749194786888.1271,160740906369.18753
672,2015,1,-150598548318.48044,164336173942.19183
673,2015,2,-1013708861579.6996,175089544056.10825
674,2015,3,-451924009963.00946,134515305149.74641
675,2015,4,-265960133466.9502,115503853561.31712
676,2015,5,-527339662507.24243,97097251041.9474
677,2015,6,109984744033.04567,62068980334.26865
678,2015,7,-250918322842.89627,77765507570.62459
679,2015,8,136038479697.37189,64396981916.95848
680,2015,9,-520257989833.02905,111384317653.09897
681,2015,10,-649698938869.8031,138408653008.4964
682,2015,11,-1228480021114.1733,188788266970.2321
683,2015,12,-1334415943368.7686,207061098245.75745
684,2016,1,-1241528023817.901,189993449165.14572
685,2016,2,-965703019206.1605,185987500937.78708
686,2016,3,-415153015293.5772,135696709195.94348
687,2016,4,257426385470.60046,111184477370.6246
688,2016,5,-368580568375.8746,74621210624.42995
689,2016,6,-110088503046.42776,53740116653.87281
690,2016,7,163199308231.24057,50269132610.76006
691,2016,8,-209311166536.4285,74347499218.27974
692,2016,9,156714820165.76123,62567387476.36171
693,2016,10,-658799298551.7166,141178796995.93558
694,2016,11,-716917780808.7654,151716826079.90164
695,2016,12,-796709609741.5414,171697552002.21945
696,2017,1,-503116826246.8566,174374028224.1827
697,2017,2,-701825116923.0597,172883471064.3431
698,2017,3,-498208286799.4593,146588414351.12927
699,2017,4,-559388481195.606,120103751847.55833
700,2017,5,-579384658839.3333,99531636535.28427
701,2017,6,99838743749.95554,59395033891.6871
702,2017,7,410420991201.73517,38849948280.98472
703,2017,8,-159432524443.19977,72191409194.45297
704,2017,9,83366956443.01149,70292378628.34602
705,2017,10,-731017495889.4249,148378452774.89078
706,2017,11,-985533715747.09,150510288463.68155
707,2017,12,-920885647721.433,167916724994.6511
708,2018,1,-1038510184483.0837,173897138188.5605
709,2018,2,-533107037797.8035,151780019309.8469
710,2018,3,-585120516163.1321,146554295103.23154
711,2018,4,415231155804.4085,87304917246.36263
712,2018,5,141393368.7412267,83355581871.70132
713,2018,6,151080441081.9118,55355690002.15138
714,2018,7,271533333040.95172,40549149267.007904
715,2018,8,-127234502320.53853,56160752227.48038
716,2018,9,-503182276690.3811,102287038528.61514
717,2018,10,-1048663151958.2292,154577008156.41446
718,2018,11,-1227321948501.8064,175497183445.4893
719,2018,12,-249918117905.61008,146212257369.4545
720,2019,1,-162831584994.52643,166201992514.60617
721,2019,2,-601628610040.7976,162032415791.86154
722,2019,3,-555196105310.0577,141057362709.35245
723,2019,4,-498847864213.8018,126486279354.08698
724,2019,5,-202993137047.1209,89979464738.25046
725,2019,6,283028623953.54486,52131576177.714584
726,2019,7,202190431017.4459,46647594016.3025
727,2019,8,179447557495.10892,52099975781.12397
728,2019,9,145171850642.71768,71612953075.03506
729,2019,10,-195222707252.89304,106199786134.14151
730,2019,11,-622427587421.8674,157110498364.4194
731,2019,12,-632798735443.8942,164868896909.81763
732,2020,1,-522212523851.9822,170007921390.53238
733,2020,2,-693119146806.0471,165081861237.88458
734,2020,3,114790183517.5931,101837674014.07516
735,2020,4,419056683671.4824,76751155111.4024
736,2020,5,59218482082.47871,63503576070.56628
737,2020,6,26698333781.152832,61185713316.16999
738,2020,7,158445016360.76343,44052485821.139824
739,2020,8,-104430630523.45107,56668595383.925064
740,2020,9,130092867280.08658,61050370908.722946
741,2020,10,-494829441337.38306,110866578959.98375
742,2020,11,-352441377412.1222,111161753586.88425
743,2020,12,-572529979252.4982,151828742249.2619
744,2021,1,-1121586887568.8025,168084502766.70093
745,2021,2,-117079359666.0936,120568982707.06017
746,2021,3,-120028927549.53737,118181434770.02477
747,2021,4,72500194237.63104,86606165830.14195
748,2021,5,132755247947.17534,57197524972.27709
749,2021,6,60791844266.65711,55818505677.88606
750,2021,7,50651043333.60775,33988941503.64066
751,2021,8,49411921569.88833,42952864009.78716
752,2021,9,-105349882186.22664,75943021979.95656
753,2021,10,-1040549099608.2344,124847088456.83577
754,2021,11,-666720990064.1979,135641180464.28557
755,2021,12,-357808311157.88837,130902044647.20697
